Player ID,Player Name,Line Score,Game ID,Stat Type,League/Sport
198869,Lucas Arcanjo,3.0,96sleul31ydbnpx54a39b66ms,Goalie Saves,SOCCER
188894,Corbin Burnes,4.5,64176bf9-9c35-498a-814c-f920e2351a3e,Hits Allowed,MLB
199320,Igor Coronado,2.5,96fiql81cucmdchgavg43uaz8,Shots Assisted,SOCCER
55442,Babar Azam,25.5,Cricket22,1st Inning Runs,CRICKET
199320,Igor Coronado,1.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
55445,Mohammad Rizwan,0.5,Cricket22,Sixes,CRICKET
198889,Erick Farias,0.5,96sleul31ydbnpx54a39b66ms,Shots On Target,SOCCER
74215,Gunnar Henderson,0.5,64176bf9-9c35-498a-814c-f920e2351a3e,Home Runs,MLB
199319,Carlos Miguel,3.0,96fiql81cucmdchgavg43uaz8,Goalie Saves,SOCCER
198896,Vágner Love,0.5,96fiql81cucmdchgavg43uaz8,Shots Assisted,SOCCER
57827,Connor McDavid,1.5,bf7da94c-5ea2-4467-b940-240c101d487a,Points,NHL
198899,Gabriel Baralhas,1.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
199284,Kylian Mbappe + Harry Kane + Cristiano Ronaldo,5.0,EURO24123,Assists,SOCCERSZN
57828,Leon Draisaitl,0.5,bf7da94c-5ea2-4467-b940-240c101d487a,Assists,NHL
199311,Haris Rauf,1.5,Cricket22,Wickets,CRICKET
198326,Lucas Barbosa,3.0,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
67631,Josh Lowe,0.5,64176bf9-9c35-498a-814c-f920e2351a3e,Stolen Bases,MLB
199230,Kylian Mbappé + Cristiano Ronaldo,11.0,EURO24123,Goal + Assist,SOCCERSZN
192582,Corbin Burnes,2.0,64176bf9-9c35-498a-814c-f920e2351a3e,Pitcher Strikeouts,MLBLIVE
57843,Aleksander Barkov,0.5,bf7da94c-5ea2-4467-b940-240c101d487a,Assists,NHL
58024,Evan Bouchard,0.5,bf7da94c-5ea2-4467-b940-240c101d487a,Assists,NHL
173101,Wesley Gassova,5.5,96fiql81cucmdchgavg43uaz8,Attempted Dribbles,SOCCER
199324,Matheus França,1.5,96fiql81cucmdchgavg43uaz8,Tackles,SOCCER
192973,Dakota Hudson,2.5,93a9bca3-89b0-4fd9-87b2-29a77b327dcc,Earned Runs Allowed,MLB
199325,Hugo,0.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
199231,Kylian Mbappé + Harry Kane,4.5,EURO24123,Assists,SOCCERSZN
199324,Matheus França,0.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
199326,Félix Torres,3.5,96fiql81cucmdchgavg43uaz8,Clearances,SOCCER
199322,Rodrigo Garro,0.5,96fiql81cucmdchgavg43uaz8,Shots On Target,SOCCER
199284,Kylian Mbappe + Harry Kane + Cristiano Ronaldo,11.0,EURO24123,Goals,SOCCERSZN
199223,Antoine Griezmann + Kevin De Bruyne + Bruno Fernandes,5.0,EURO24123,Goals,SOCCERSZN
59020,Stuart Skinner,26.5,bf7da94c-5ea2-4467-b940-240c101d487a,Goalie Saves,NHL
198327,Jádson,50.5,96sleul31ydbnpx54a39b66ms,Passes Attempted,SOCCER
198880,Camutanga,38.5,96sleul31ydbnpx54a39b66ms,Passes Attempted,SOCCER
198331,Zé Marcos,0.5,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
198903,Maguinho,1.5,96fiql81cucmdchgavg43uaz8,Tackles,SOCCER
199321,Breno Bidon,0.5,96fiql81cucmdchgavg43uaz8,Interceptions,SOCCER
173099,Yuri Alberto,2.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
55445,Mohammad Rizwan,2.5,Cricket22,Fours,CRICKET
191902,Ryan Pepiot,1.5,64176bf9-9c35-498a-814c-f920e2351a3e,Walks Allowed,MLB
198895,Ronaldo,3.0,96fiql81cucmdchgavg43uaz8,Goalie Saves,SOCCER
198905,Adriano Martins,42.5,96fiql81cucmdchgavg43uaz8,Passes Attempted,SOCCER
198898,Shaylon,1.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
189932,Chris Paddack Jr.,17.5,93a9bca3-89b0-4fd9-87b2-29a77b327dcc,Pitching Outs,MLB
198879,Wagner Leonardo,4.0,96sleul31ydbnpx54a39b66ms,Clearances,SOCCER
198878,Willean Lepo,3.0,96sleul31ydbnpx54a39b66ms,Tackles,SOCCER
199330,Luan Silva,0.5,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
199329,Osvaldo,0.5,96sleul31ydbnpx54a39b66ms,Shots Assisted,SOCCER
199267,Caitlin Clark + DeWanna Bonner,38.5,98e56fea-6489-41a3-8f26-dc9f1593812d,Points (Combo),WNBA
198875,Willian Oliveira,1.5,96sleul31ydbnpx54a39b66ms,Fouls Drawn,SOCCER
198897,Alejo Cruz,1.5,96fiql81cucmdchgavg43uaz8,Fouls Drawn,SOCCER
198872,Matheuzinho,1.5,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
198871,Alerrandro,0.5,96sleul31ydbnpx54a39b66ms,Shots On Target,SOCCER
198890,Nenê,1.5,96sleul31ydbnpx54a39b66ms,Shots Assisted,SOCCER
198904,Alix,4.5,96fiql81cucmdchgavg43uaz8,Clearances,SOCCER
198896,Vágner Love,0.5,96fiql81cucmdchgavg43uaz8,Shots On Target,SOCCER
188894,Corbin Burnes,36.5,64176bf9-9c35-498a-814c-f920e2351a3e,Pitcher Fantasy Score,MLB
199326,Félix Torres,0.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
198324,Gabriel Vasconcelos,2.5,96sleul31ydbnpx54a39b66ms,Goalie Saves,SOCCER
198894,Danilo Boza,3.5,96sleul31ydbnpx54a39b66ms,Clearances,SOCCER
198892,Alan Ruschel,1.5,96sleul31ydbnpx54a39b66ms,Fouls Drawn,SOCCER
198327,Jádson,1.5,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
198330,Caíque,2.5,96sleul31ydbnpx54a39b66ms,Tackles,SOCCER
198330,Caíque,0.5,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
198326,Lucas Barbosa,2.0,96sleul31ydbnpx54a39b66ms,Attempted Dribbles,SOCCER
198328,Marcelinho,1.5,96sleul31ydbnpx54a39b66ms,Shots,SOCCER
198889,Erick Farias,0.5,96sleul31ydbnpx54a39b66ms,Shots Assisted,SOCCER
199323,Raniele,35.5,96fiql81cucmdchgavg43uaz8,Passes Attempted,SOCCER
199327,Cacá,0.5,96fiql81cucmdchgavg43uaz8,Shots,SOCCER
198565,Aaron Johnson,10.5,Cricket22,1st Inning Runs,CRICKET
192982,Ryan Pepiot,3.5,64176bf9-9c35-498a-814c-f920e2351a3e,Pitcher Strikeouts,MLBLIVE
199228,Kevin De Bruyne + Phil Foden,4.0,EURO24123,Goals,SOCCERSZN
125384,Carlos Rodón,2.5,e4426fb8-6ce5-41bb-8176-1ea93383ac7b,Earned Runs Allowed,MLB
189932,Chris Paddack Jr.,33.5,93a9bca3-89b0-4fd9-87b2-29a77b327dcc,Pitcher Fantasy Score,MLB
192973,Dakota Hudson,15.5,93a9bca3-89b0-4fd9-87b2-29a77b327dcc,Pitching Outs,MLB
198558,Pargat Singh,1.5,Cricket22,Fours,CRICKET
199225,Kevin De Bruyne + Bruno Fernandes,8.0,EURO24123,Goal + Assist,SOCCERSZN
142007,Royce Lewis,0.5,93a9bca3-89b0-4fd9-87b2-29a77b327dcc,Home Runs,MLB
