Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,isHomeGame,Projected_Line,Beats_Projected_Line,PTS_Lag_1,PTS_Lag_2,PTS_Lag_3,PTS_Lag_4,PTS_Lag_5,MATCHUP_DEN @ BKN,MATCHUP_DEN @ BOS,MATCHUP_DEN @ CHA,MATCHUP_DEN @ CHI,MATCHUP_DEN @ CLE,MATCHUP_DEN @ DAL,MATCHUP_DEN @ DET,MATCHUP_DEN @ GSW,MATCHUP_DEN @ HOU,MATCHUP_DEN @ IND,MATCHUP_DEN @ LAC,MATCHUP_DEN @ LAL,MATCHUP_DEN @ MEM,MATCHUP_DEN @ MIA,MATCHUP_DEN @ MIL,MATCHUP_DEN @ MIN,MATCHUP_DEN @ NOP,MATCHUP_DEN @ NYK,MATCHUP_DEN @ OKC,MATCHUP_DEN @ ORL,MATCHUP_DEN @ PHI,MATCHUP_DEN @ PHX,MATCHUP_DEN @ POR,MATCHUP_DEN @ SAC,MATCHUP_DEN @ SAS,MATCHUP_DEN @ TOR,MATCHUP_DEN @ UTA,MATCHUP_DEN @ WAS,MATCHUP_DEN vs. ATL,MATCHUP_DEN vs. BKN,MATCHUP_DEN vs. BOS,MATCHUP_DEN vs. CHA,MATCHUP_DEN vs. CHI,MATCHUP_DEN vs. CLE,MATCHUP_DEN vs. DAL,MATCHUP_DEN vs. DET,MATCHUP_DEN vs. GSW,MATCHUP_DEN vs. HOU,MATCHUP_DEN vs. IND,MATCHUP_DEN vs. LAC,MATCHUP_DEN vs. LAL,MATCHUP_DEN vs. MEM,MATCHUP_DEN vs. MIA,MATCHUP_DEN vs. MIL,MATCHUP_DEN vs. MIN,MATCHUP_DEN vs. NOP,MATCHUP_DEN vs. NYK,MATCHUP_DEN vs. OKC,MATCHUP_DEN vs. ORL,MATCHUP_DEN vs. PHI,MATCHUP_DEN vs. PHX,MATCHUP_DEN vs. POR,MATCHUP_DEN vs. SAC,MATCHUP_DEN vs. SAS,MATCHUP_DEN vs. TOR,MATCHUP_DEN vs. UTA,MATCHUP_DEN vs. WAS,Month
292,292,22020,203999,22000009,2020-12-25,L,38,7,13,0.538,1,4,0.25,9,11,0.818,3,6,9,10,1,0,5,2,24,-20,1,0,23.2,1,19.0,26.0,17.0,19.0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
293,293,22020,203999,22000019,2020-12-23,L,42,11,18,0.611,1,2,0.5,6,9,0.667,3,12,15,14,0,2,6,3,29,5,1,0,21.0,1,24.0,19.0,26.0,17.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12
294,294,22019,203999,21901318,2020-08-14,L,10,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,1,0,2,-6,1,1,23.0,0,29.0,24.0,19.0,26.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
295,295,22019,203999,21901307,2020-08-12,L,28,7,11,0.636,1,4,0.25,2,4,0.5,1,6,7,13,0,0,1,1,17,5,1,0,20.0,0,2.0,29.0,24.0,19.0,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
296,296,22019,203999,21901296,2020-08-10,L,26,4,7,0.571,2,2,1.0,2,2,1.0,0,1,1,4,1,0,1,3,12,-5,1,1,18.2,0,17.0,2.0,29.0,24.0,19.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
297,297,22019,203999,21901281,2020-08-08,W,42,11,21,0.524,2,6,0.333,6,6,1.0,2,9,11,7,3,0,4,5,30,9,1,0,16.8,1,12.0,17.0,2.0,29.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8
298,298,22019,203999,21901272,2020-08-06,L,24,3,8,0.375,0,2,0.0,2,2,1.0,3,2,5,13,0,0,5,2,8,-1,1,0,18.0,0,30.0,12.0,17.0,2.0,29.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8
299,299,22019,203999,21901264,2020-08-05,W,32,10,17,0.588,3,5,0.6,2,2,1.0,3,1,4,11,1,0,5,4,25,8,1,1,13.8,1,8.0,30.0,12.0,17.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
300,300,22019,203999,21901251,2020-08-03,W,39,10,21,0.476,0,5,0.0,10,11,0.909,2,10,12,10,2,0,4,4,30,9,1,1,18.4,1,25.0,8.0,30.0,12.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
301,301,22019,203999,21901239,2020-08-01,L,34,7,16,0.438,1,5,0.2,4,6,0.667,0,7,7,6,1,1,3,3,19,-10,1,0,21.0,0,30.0,25.0,8.0,30.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
302,302,22019,203999,21900973,2020-03-11,L,34,7,10,0.7,0,2,0.0,0,0,0.0,2,11,13,8,0,0,5,3,14,5,1,1,22.4,0,19.0,30.0,25.0,8.0,30.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
303,303,22019,203999,21900958,2020-03-09,W,30,4,13,0.308,1,5,0.2,1,2,0.5,0,9,9,7,1,0,2,3,10,6,1,0,19.2,0,14.0,19.0,30.0,25.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
304,304,22019,203999,21900942,2020-03-07,L,32,4,11,0.364,0,3,0.0,0,1,0.0,2,6,8,8,1,0,4,3,8,0,1,1,19.6,0,10.0,14.0,19.0,30.0,25.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
305,305,22019,203999,21900926,2020-03-05,W,30,5,10,0.5,0,2,0.0,4,4,1.0,3,8,11,8,1,1,6,5,14,2,1,1,16.2,0,8.0,10.0,14.0,19.0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
306,306,22019,203999,21900913,2020-03-03,L,32,7,15,0.467,0,1,0.0,2,2,1.0,4,9,13,7,1,2,5,2,16,-10,1,0,13.0,1,14.0,8.0,10.0,14.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
307,307,22019,203999,21900898,2020-03-01,W,35,8,11,0.727,0,0,0.0,7,9,0.778,4,14,18,11,1,0,2,2,23,18,1,0,12.4,1,16.0,14.0,8.0,10.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
308,308,22019,203999,21900886,2020-02-28,L,25,9,13,0.692,0,2,0.0,3,4,0.75,2,7,9,2,1,0,3,1,21,-15,1,1,14.2,1,23.0,16.0,14.0,8.0,10.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
309,309,22019,203999,21900860,2020-02-25,W,28,5,8,0.625,1,1,1.0,5,5,1.0,2,3,5,4,4,0,5,4,16,-3,1,0,16.4,0,21.0,23.0,16.0,14.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
310,310,22019,203999,21900844,2020-02-23,W,31,11,14,0.786,0,1,0.0,2,3,0.667,1,6,7,6,2,2,3,4,24,18,1,0,18.0,1,16.0,21.0,23.0,16.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
311,311,22019,203999,21900831,2020-02-21,L,34,12,15,0.8,1,2,0.5,7,7,1.0,1,6,7,5,1,1,2,1,32,-2,1,1,20.0,1,24.0,16.0,21.0,23.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
312,312,22019,203999,21900817,2020-02-12,L,37,9,18,0.5,2,3,0.667,2,2,1.0,1,10,11,6,3,1,3,5,22,-10,1,0,23.2,0,32.0,24.0,16.0,21.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
313,313,22019,203999,21900799,2020-02-10,W,38,6,8,0.75,0,1,0.0,7,8,0.875,3,5,8,13,0,1,5,4,19,4,1,0,23.0,0,22.0,32.0,24.0,16.0,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
314,314,22019,203999,21900784,2020-02-08,W,34,9,19,0.474,0,3,0.0,5,5,1.0,4,5,9,6,1,3,6,3,23,3,1,1,22.6,1,19.0,22.0,32.0,24.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
315,315,22019,203999,21900762,2020-02-05,W,40,14,24,0.583,0,2,0.0,2,4,0.5,6,15,21,10,2,0,1,2,30,10,1,1,24.0,1,23.0,19.0,22.0,32.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
316,316,22019,203999,21900753,2020-02-04,W,31,11,17,0.647,3,5,0.6,4,4,1.0,4,9,13,9,2,3,4,1,29,23,1,0,25.2,1,30.0,23.0,19.0,22.0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
317,317,22019,203999,21900737,2020-02-02,L,40,16,23,0.696,1,3,0.333,6,7,0.857,0,10,10,11,3,2,2,4,39,13,1,1,24.6,1,29.0,30.0,23.0,19.0,22.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
318,318,22019,203999,21900724,2020-01-31,W,33,7,17,0.412,1,3,0.333,0,0,0.0,0,10,10,9,1,0,3,4,15,-9,1,1,28.0,0,39.0,29.0,30.0,23.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
319,319,22019,203999,21900718,2020-01-30,W,35,11,19,0.579,1,2,0.5,5,6,0.833,0,4,4,10,3,0,3,4,28,-4,1,0,27.2,1,15.0,39.0,29.0,30.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
320,320,22019,203999,21900704,2020-01-28,L,39,8,16,0.5,3,6,0.5,6,6,1.0,3,10,13,5,0,1,8,3,25,-9,1,1,28.2,0,28.0,15.0,39.0,29.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
321,321,22019,203999,21900685,2020-01-26,W,38,9,18,0.5,0,2,0.0,6,7,0.857,2,10,12,11,2,0,6,4,24,0,1,0,27.2,0,25.0,28.0,15.0,39.0,29.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
322,322,22019,203999,21900676,2020-01-24,W,35,9,20,0.45,1,6,0.167,8,8,1.0,7,5,12,7,4,1,2,3,27,7,1,1,26.2,1,24.0,25.0,28.0,15.0,39.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
323,323,22019,203999,21900662,2020-01-22,L,34,8,19,0.421,0,1,0.0,3,6,0.5,4,8,12,10,1,1,6,2,19,-9,1,1,23.8,0,27.0,24.0,25.0,28.0,15.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
324,324,22019,203999,21900649,2020-01-20,W,34,7,15,0.467,0,3,0.0,3,4,0.75,5,8,13,5,1,0,5,4,17,-6,1,1,24.6,0,19.0,27.0,24.0,25.0,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
325,325,22019,203999,21900638,2020-01-19,L,32,10,16,0.625,2,4,0.5,8,12,0.667,1,9,10,4,3,0,1,4,30,-2,1,0,22.4,1,17.0,19.0,27.0,24.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
326,326,22019,203999,21900617,2020-01-16,W,44,10,20,0.5,0,3,0.0,3,3,1.0,2,10,12,8,0,2,9,4,23,18,1,1,23.4,0,30.0,17.0,19.0,27.0,24.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
327,327,22019,203999,21900610,2020-01-15,W,29,5,9,0.556,0,1,0.0,2,2,1.0,1,7,8,8,1,2,4,3,12,3,1,0,23.2,0,23.0,30.0,17.0,19.0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
328,328,22019,203999,21900589,2020-01-12,W,31,6,14,0.429,3,4,0.75,5,6,0.833,2,13,15,6,1,0,2,5,20,5,1,0,20.2,0,12.0,23.0,30.0,17.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
329,329,22019,203999,21900582,2020-01-11,L,34,8,12,0.667,2,5,0.4,1,1,1.0,3,9,12,5,0,0,1,2,19,-2,1,0,20.4,0,20.0,12.0,23.0,30.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
330,330,22019,203999,21900559,2020-01-08,W,31,12,20,0.6,4,6,0.667,5,8,0.625,2,4,6,7,1,1,3,1,33,-3,1,1,20.8,1,19.0,20.0,12.0,23.0,30.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
331,331,22019,203999,21900543,2020-01-06,W,37,16,25,0.64,4,8,0.5,11,16,0.688,4,4,8,5,2,1,0,3,47,0,1,1,21.4,1,33.0,19.0,20.0,12.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
332,332,22019,203999,21900528,2020-01-04,L,30,4,10,0.4,1,3,0.333,5,7,0.714,2,8,10,4,1,0,2,0,14,0,1,1,26.2,0,47.0,33.0,19.0,20.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
333,333,22019,203999,21900509,2020-01-02,W,24,7,15,0.467,0,3,0.0,8,8,1.0,3,4,7,0,0,0,2,5,22,-9,1,1,26.6,0,14.0,47.0,33.0,19.0,20.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
334,334,22019,203999,21900501,2019-12-31,L,32,10,17,0.588,0,1,0.0,1,1,1.0,2,6,8,4,0,0,6,2,21,-5,1,1,27.0,0,22.0,14.0,47.0,33.0,19.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
335,335,22019,203999,21900489,2019-12-29,W,27,7,8,0.875,0,0,0.0,3,4,0.75,4,4,8,4,1,0,4,3,17,8,1,0,27.4,0,21.0,22.0,14.0,47.0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12
336,336,22019,203999,21900472,2019-12-28,W,33,12,19,0.632,2,5,0.4,5,7,0.714,2,8,10,10,1,0,1,6,31,23,1,0,24.2,1,17.0,21.0,22.0,14.0,47.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
337,337,22019,203999,21900459,2019-12-25,L,31,8,20,0.4,2,5,0.4,5,6,0.833,4,6,10,4,2,0,5,3,23,-13,1,0,21.0,1,31.0,17.0,21.0,22.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12
338,338,22019,203999,21900451,2019-12-23,W,31,6,13,0.462,4,7,0.571,6,6,1.0,1,11,12,10,1,0,2,4,22,25,1,1,22.8,0,23.0,31.0,17.0,21.0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
339,339,22019,203999,21900443,2019-12-22,W,27,5,8,0.625,1,1,1.0,7,7,1.0,3,3,6,5,1,1,1,3,18,12,1,1,22.8,0,22.0,23.0,31.0,17.0,21.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
340,340,22019,203999,21900427,2019-12-20,W,33,10,16,0.625,2,4,0.5,0,0,0.0,3,7,10,10,0,2,2,4,22,12,1,0,22.2,0,18.0,22.0,23.0,31.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12
341,341,22019,203999,21900414,2019-12-18,W,31,7,14,0.5,2,4,0.5,2,2,1.0,3,6,9,12,1,1,4,2,18,9,1,0,23.2,0,22.0,18.0,22.0,23.0,31.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12
342,342,22019,203999,21900392,2019-12-15,W,36,10,22,0.455,2,5,0.4,3,4,0.75,3,7,10,5,1,1,2,1,25,4,1,0,20.6,1,18.0,22.0,18.0,22.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12
343,343,22019,203999,21900387,2019-12-14,W,35,11,14,0.786,3,6,0.5,3,4,0.75,1,13,14,12,1,0,3,2,28,15,1,0,21.0,1,25.0,18.0,22.0,18.0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12
344,344,22019,203999,21900370,2019-12-12,W,31,7,14,0.5,2,5,0.4,4,6,0.667,4,7,11,6,0,0,1,2,20,3,1,0,22.2,0,28.0,25.0,18.0,22.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12
345,345,22019,203999,21900353,2019-12-10,L,33,7,13,0.538,1,4,0.25,0,0,0.0,0,7,7,11,0,1,2,2,15,8,1,1,22.6,0,20.0,28.0,25.0,18.0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
346,346,22019,203999,21900335,2019-12-08,L,34,10,21,0.476,2,6,0.333,2,2,1.0,2,9,11,6,0,0,3,3,24,-10,1,1,21.2,1,15.0,20.0,28.0,25.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
347,347,22019,203999,21900323,2019-12-06,L,31,13,21,0.619,1,5,0.2,3,3,1.0,4,6,10,4,1,2,1,3,30,0,1,1,22.4,1,24.0,15.0,20.0,28.0,25.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
348,348,22019,203999,21900317,2019-12-05,W,25,3,7,0.429,0,1,0.0,0,0,0.0,1,9,10,8,0,1,0,2,6,10,1,1,23.4,0,30.0,24.0,15.0,20.0,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
349,349,22019,203999,21900304,2019-12-03,L,34,4,12,0.333,0,2,0.0,5,6,0.833,1,4,5,8,3,0,5,4,13,-6,1,0,19.0,0,6.0,30.0,24.0,15.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
350,350,22019,203999,21900280,2019-11-30,L,36,3,11,0.273,0,3,0.0,1,2,0.5,3,7,10,6,0,1,4,3,7,-3,1,1,17.6,0,13.0,6.0,30.0,24.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11
