,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
49,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600404,2016-12-17T00:00:00,DEN vs. NYK,W,20.216666666666665,5,8,0.625,0,0,0.0,0,0,0.0,2,7,9,5,1,0,0,0,5,3,10,6,27.3,0,0,24.0,1,1,1,1,63,47,53,29,34,54,34,56,57,56,38,31,42,25,48,40,36,1,62,30,54,31,54,40,7,53,1,20:13
50,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600386,2016-12-15T00:00:00,DEN vs. POR,W,19.383333333333333,5,6,0.833,1,1,1.0,2,3,0.667,0,4,4,5,1,0,0,0,5,2,13,15,24.3,0,0,23.0,1,1,1,1,65,47,62,4,12,46,1,33,31,41,69,54,66,25,48,40,36,1,62,42,45,18,58,40,7,55,1,19:23
51,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600365,2016-12-12T00:00:00,DEN @ DAL,L,26.466666666666665,10,12,0.833,0,0,0.0,7,7,1.0,7,4,11,4,1,1,1,0,1,5,27,2,51.2,1,0,46.0,1,38,38,38,43,11,32,4,34,54,34,4,6,1,4,54,27,36,48,14,14,1,2,10,9,44,18,1,7,19,1,26:28
52,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600347,2016-12-10T00:00:00,DEN @ ORL,W,26.325,6,11,0.545,0,3,0.0,2,2,1.0,1,5,6,6,1,1,2,1,3,1,14,22,38.2,0,0,32.0,1,1,1,1,44,39,36,45,34,10,34,33,37,1,54,44,53,20,48,14,6,39,29,59,43,3,37,40,7,43,1,26:20
53,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600332,2016-12-08T00:00:00,DEN @ WAS,L,27.508333333333333,6,10,0.6,0,0,0.0,5,7,0.714,7,4,11,1,4,0,1,1,1,7,17,-20,30.7,1,0,31.0,1,38,38,38,38,39,42,32,34,54,34,9,6,40,4,54,27,68,8,40,14,39,2,4,34,70,49,1,7,44,1,27:31
54,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600323,2016-12-07T00:00:00,DEN @ BKN,L,21.205,5,7,0.714,0,0,0.0,4,4,1.0,7,3,10,3,1,0,1,0,3,3,14,18,32.5,1,0,29.0,1,38,38,38,58,47,57,15,34,54,34,16,22,1,4,63,35,50,48,40,14,1,29,30,43,10,45,1,7,47,1,21:12
55,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600273,2016-11-30T00:00:00,DEN vs. MIA,L,24.0,7,11,0.636,0,0,0.0,3,4,0.75,3,11,14,3,1,1,0,2,3,2,17,2,40.3,1,0,36.0,1,38,38,38,50,30,36,25,34,54,34,24,22,35,20,8,10,50,48,14,36,62,29,42,34,44,35,1,7,37,1,24:00
56,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600246,2016-11-27T00:00:00,DEN @ PHX,W,30.995,3,8,0.375,1,2,0.5,6,6,1.0,3,8,11,3,1,0,1,1,2,4,13,11,32.7,1,0,30.0,1,1,1,1,28,60,53,65,12,26,13,6,8,1,20,23,27,50,48,40,14,39,13,19,45,21,44,1,7,46,1,30:60
57,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600235,2016-11-25T00:00:00,DEN vs. OKC,L,29.355,3,7,0.429,1,2,0.5,0,0,0.0,3,3,6,5,3,0,2,1,5,3,7,-6,24.7,0,0,23.0,1,38,38,38,33,60,57,62,12,26,13,56,57,56,20,63,53,25,17,40,6,39,62,30,65,55,57,40,7,55,1,29:21
58,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600221,2016-11-23T00:00:00,DEN @ UTA,L,22.65,4,6,0.667,0,0,0.0,1,2,0.5,1,4,5,6,0,0,0,0,4,2,9,-3,24.0,0,0,20.0,1,38,38,38,52,54,62,21,34,54,34,45,37,48,54,54,60,20,67,40,36,1,51,42,57,51,59,40,7,59,1,22:39
59,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600210,2016-11-22T00:00:00,DEN vs. CHI,W,18.48,3,5,0.6,0,0,0.0,2,2,1.0,3,5,8,3,0,1,1,0,1,2,8,13,28.1,0,0,23.0,1,1,1,1,69,60,65,32,34,54,34,33,37,1,20,44,46,50,67,14,14,1,2,42,60,20,52,40,7,55,1,18:29
60,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600197,2016-11-20T00:00:00,DEN vs. UTA,W,20.833333333333332,5,8,0.625,1,1,1.0,1,2,0.5,2,4,6,4,0,0,1,1,3,1,12,11,28.2,0,0,25.0,1,1,1,1,60,47,53,29,12,46,1,45,37,48,38,54,53,36,67,40,14,39,29,59,49,21,51,40,7,52,1,20:50
61,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600181,2016-11-18T00:00:00,DEN vs. TOR,L,27.278333333333332,4,8,0.5,0,2,0.0,0,0,0.0,2,10,12,4,3,0,2,0,3,0,8,3,31.4,0,0,28.0,1,38,38,38,40,54,53,50,34,26,34,56,57,56,38,14,22,36,17,40,6,1,29,67,60,41,48,40,7,48,1,27:17
62,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600166,2016-11-16T00:00:00,DEN vs. PHX,W,19.316666666666666,3,4,0.75,0,0,0.0,4,5,0.8,0,2,2,2,1,0,0,0,3,3,10,-1,14.4,0,0,14.0,1,1,1,1,66,60,69,11,34,54,34,16,14,29,69,67,72,58,48,40,36,1,29,30,54,47,68,40,7,70,1,19:19
63,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600144,2016-11-13T00:00:00,DEN @ POR,L,25.933333333333334,0,3,0.0,0,0,0.0,0,0,0.0,0,5,5,3,2,1,1,1,5,0,0,11,14.5,0,0,12.0,1,38,38,38,45,73,71,73,34,54,34,56,57,56,69,44,60,50,31,14,14,39,62,67,73,21,67,40,7,71,1,25:56
64,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600138,2016-11-12T00:00:00,DEN vs. DET,L,20.45,2,7,0.286,0,0,0.0,2,2,1.0,2,1,3,1,1,1,0,0,1,1,6,-6,13.1,0,0,12.0,1,38,38,38,62,68,57,69,34,54,34,33,37,1,38,72,69,68,48,14,36,1,2,59,67,55,71,40,7,71,1,20:27
65,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600119,2016-11-10T00:00:00,DEN vs. GSW,L,18.483333333333334,1,5,0.2,0,3,0.0,2,2,1.0,1,2,3,2,0,1,0,0,3,1,4,-21,13.6,0,0,11.0,1,38,38,38,68,71,65,72,34,10,34,33,37,1,54,67,69,58,67,14,36,1,29,59,70,72,70,40,7,73,1,18:29
66,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600102,2016-11-08T00:00:00,DEN @ MEM,L,28.371666666666666,4,10,0.4,1,3,0.333,3,4,0.75,1,4,5,2,0,2,0,2,4,4,12,5,27.0,0,0,24.0,1,38,38,38,37,54,42,63,12,10,27,24,22,35,54,54,60,58,67,6,36,62,51,19,49,36,55,40,7,53,1,28:22
67,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600091,2016-11-06T00:00:00,DEN @ BOS,W,22.25,4,5,0.8,0,1,0.0,1,1,1.0,0,5,5,2,1,1,1,0,2,2,9,6,23.0,0,0,20.0,1,1,1,1,55,54,65,6,34,46,34,45,52,1,69,44,60,58,48,14,14,1,13,42,57,31,60,40,7,59,1,22:15
68,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600082,2016-11-05T00:00:00,DEN @ DET,L,22.7,3,9,0.333,0,0,0.0,0,0,0.0,2,4,6,0,1,1,1,2,3,1,6,-14,18.2,0,0,16.0,1,38,38,38,51,60,49,67,34,54,34,56,57,56,38,54,53,73,48,14,14,62,29,59,67,67,64,40,7,65,1,22:42
69,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600067,2016-11-03T00:00:00,DEN @ MIN,W,14.433333333333334,3,3,1.0,0,0,0.0,2,4,0.5,1,2,3,5,1,0,0,0,3,2,8,7,18.1,0,0,16.0,1,1,1,1,73,60,71,1,34,54,34,33,22,48,54,67,69,25,48,40,36,1,29,42,60,29,65,40,7,65,1,14:26
70,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600042,2016-10-31T00:00:00,DEN @ TOR,L,22.366666666666667,6,9,0.667,0,1,0.0,0,0,0.0,2,2,4,1,4,0,0,0,4,2,12,-9,14.3,0,0,17.0,1,38,38,38,53,39,49,21,34,46,34,56,57,56,38,67,66,68,8,40,36,1,51,42,49,62,69,40,7,63,1,22:22
71,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600033,2016-10-29T00:00:00,DEN vs. POR,L,34.1,10,20,0.5,1,5,0.2,2,3,0.667,6,11,17,2,1,4,1,1,5,3,23,-1,60.4,1,0,53.0,1,38,38,38,17,11,5,50,12,2,30,33,31,41,8,8,3,58,48,2,14,39,62,30,15,47,7,1,7,9,1,34:06
72,2016-17,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021600010,2016-10-26T00:00:00,DEN @ NOP,W,21.133333333333333,2,5,0.4,1,2,0.5,0,0,0.0,1,6,7,2,4,0,0,0,4,0,5,5,12.4,0,0,15.0,1,1,1,1,59,68,65,63,12,26,13,56,57,56,54,37,50,58,8,40,36,1,51,67,69,36,72,40,7,68,1,21:08
