,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
10,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021701069,2018-03-21T00:00:00,DEN @ CHI,W,23.841666666666665,9,11,0.818,2,2,1.0,1,1,1.0,2,5,7,5,1,0,0,0,1,5,21,18,35.9,0,0,35.0,1,1,1,1,70,16,49,2,13,52,1,55,59,1,37,65,57,37,58,55,44,1,7,26,26,9,50,39,11,48,1,23:51
11,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021701054,2018-03-19T00:00:00,DEN @ MIA,L,47.51166666666666,12,22,0.545,4,5,0.8,6,6,1.0,5,10,15,3,5,1,0,2,5,5,34,1,54.5,1,0,58.0,1,44,44,44,1,4,5,30,2,17,10,12,17,1,6,15,10,61,7,27,44,69,67,26,5,47,19,1,11,8,1,47:31
12,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021701040,2018-03-17T00:00:00,DEN @ MEM,L,35.225,5,15,0.333,1,4,0.25,6,8,0.75,5,8,13,2,1,3,2,3,3,5,17,-1,49.6,1,0,43.0,1,44,44,44,25,43,26,63,31,29,51,12,9,46,6,26,18,69,58,4,5,75,31,26,41,53,27,1,11,31,1,35:14
13,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021701026,2018-03-15T00:00:00,DEN vs. DET,W,37.91,8,15,0.533,2,5,0.4,5,6,0.833,2,10,12,10,2,3,3,0,5,5,23,15,68.4,1,1,59.0,1,1,1,1,10,23,26,32,13,17,33,16,17,37,37,15,25,9,33,4,1,1,67,26,18,14,4,1,1,7,1,37:55
14,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021701015,2018-03-13T00:00:00,DEN @ LAL,L,26.65,5,8,0.625,2,5,0.4,3,3,1.0,1,8,9,5,4,1,0,0,3,9,15,5,32.3,0,0,33.0,1,44,44,44,63,43,62,14,13,17,33,39,42,1,51,26,41,37,15,27,44,1,31,6,46,38,55,39,11,52,1,26:39
15,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700996,2018-03-11T00:00:00,DEN vs. SAC,W,29.545,8,10,0.8,4,4,1.0,0,0,0.0,0,11,11,10,2,2,1,0,1,2,20,33,55.2,1,1,51.0,1,1,1,1,57,23,53,3,2,29,1,63,65,63,68,11,32,9,33,8,15,1,7,65,31,1,17,1,1,18,1,29:33
16,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700983,2018-03-09T00:00:00,DEN vs. LAL,W,32.8,8,14,0.571,1,3,0.333,4,4,1.0,3,3,6,6,3,2,0,1,2,3,21,13,40.2,0,0,38.0,1,1,1,1,43,23,31,22,31,38,41,27,32,1,22,73,68,30,22,8,44,40,14,57,26,17,43,39,11,42,1,32:48
17,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700970,2018-03-07T00:00:00,DEN vs. CLE,L,33.49166666666667,12,14,0.857,2,3,0.667,10,11,0.909,4,9,13,6,5,0,0,0,2,8,36,1,55.6,1,0,57.0,1,44,44,44,38,4,31,1,13,38,11,2,2,31,13,21,18,30,7,55,44,1,14,9,2,47,16,1,11,9,1,33:30
18,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700961,2018-03-06T00:00:00,DEN @ DAL,L,25.75,2,9,0.222,0,4,0.0,0,1,0.0,1,8,9,5,1,2,1,1,0,2,4,-8,30.3,0,0,24.0,1,44,44,44,66,70,58,71,62,29,62,63,59,63,51,26,41,37,58,8,15,40,1,65,74,62,63,39,11,70,1,25:45
19,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700937,2018-03-03T00:00:00,DEN @ CLE,W,32.21666666666667,3,8,0.375,1,2,0.5,2,3,0.667,1,6,7,8,2,0,1,1,2,5,9,12,30.4,0,0,27.0,1,1,1,1,46,61,62,58,31,52,19,47,42,53,51,51,57,16,33,55,15,40,14,26,62,18,61,39,11,63,1,32:13
20,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700931,2018-03-02T00:00:00,DEN @ MEM,W,33.163333333333334,2,5,0.4,0,1,0.0,5,7,0.714,1,8,9,5,5,1,0,0,5,5,9,6,25.3,0,0,25.0,1,1,1,1,41,70,71,52,62,64,62,16,13,50,51,26,41,37,7,27,44,1,67,26,62,34,72,39,11,65,1,33:10
21,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700912,2018-02-27T00:00:00,DEN vs. LAC,L,27.893333333333334,4,5,0.8,2,3,0.667,8,8,1.0,0,6,6,4,5,1,1,0,4,6,18,6,32.2,0,0,34.0,1,44,44,44,60,55,71,3,13,38,11,4,9,1,68,51,68,52,7,27,15,1,51,18,35,34,56,39,11,51,1,27:54
22,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700896,2018-02-25T00:00:00,DEN vs. HOU,L,31.033333333333335,7,18,0.389,0,1,0.0,7,9,0.778,7,7,14,8,3,1,1,1,4,11,21,-9,52.8,1,0,47.0,1,44,44,44,50,32,12,55,62,64,62,8,5,44,2,44,13,16,22,27,15,40,51,1,26,64,21,1,11,24,1,31:02
23,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700880,2018-02-23T00:00:00,DEN vs. SAS,W,34.28333333333333,10,16,0.625,3,5,0.6,5,7,0.714,4,7,11,11,3,0,0,0,6,7,28,9,54.7,1,1,53.0,1,1,1,1,32,14,19,14,7,17,16,16,13,50,13,44,32,3,22,55,44,1,74,12,12,27,18,1,1,14,1,34:17
24,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700865,2018-02-15T00:00:00,DEN @ MIL,W,33.78333333333333,11,14,0.786,3,3,1.0,5,5,1.0,4,11,15,17,8,1,2,2,5,7,30,11,74.5,1,1,71.0,1,1,1,1,37,7,31,5,7,38,1,16,28,1,13,11,10,1,2,27,5,69,67,12,6,21,1,1,1,1,1,33:47
25,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700852,2018-02-13T00:00:00,DEN vs. SAS,W,32.94833333333333,8,15,0.533,2,5,0.4,5,6,0.833,5,8,13,11,1,0,1,1,0,7,23,11,57.1,1,1,51.0,1,1,1,1,42,23,26,32,13,17,33,16,17,37,6,26,18,3,58,55,15,40,1,12,18,21,13,1,1,18,1,32:57
26,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700832,2018-02-10T00:00:00,DEN @ PHX,W,27.116666666666667,5,12,0.417,1,2,0.5,10,11,0.909,1,8,9,8,2,1,1,1,3,10,21,5,47.8,0,0,43.0,1,1,1,1,62,43,44,50,31,52,19,2,2,31,51,26,41,16,33,27,15,40,31,3,26,38,31,39,11,31,1,27:07
27,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700823,2018-02-09T00:00:00,DEN @ HOU,L,21.55,6,8,0.75,1,1,1.0,1,2,0.5,1,6,7,5,1,2,1,1,4,2,14,-24,37.9,0,0,33.0,1,44,44,44,72,38,62,6,31,64,1,55,49,59,51,51,57,37,58,8,15,40,51,65,50,75,47,39,11,52,1,21:33
28,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700794,2018-02-05T00:00:00,DEN vs. CHA,W,32.46666666666667,5,11,0.455,2,4,0.5,3,3,1.0,3,13,16,7,3,2,0,1,3,4,15,15,47.7,1,0,44.0,1,1,1,1,45,43,49,45,13,29,19,39,42,1,22,5,5,23,22,8,44,40,31,46,46,14,32,1,11,28,1,32:28
29,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700782,2018-02-03T00:00:00,DEN vs. GSW,W,33.25833333333333,7,16,0.438,2,3,0.667,3,3,1.0,3,6,9,5,4,2,0,1,2,6,19,0,39.3,0,0,39.0,1,1,1,1,40,32,19,47,13,38,11,39,42,1,22,51,41,37,15,8,44,40,14,18,32,51,44,39,11,39,1,33:16
30,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700765,2018-02-01T00:00:00,DEN vs. OKC,W,37.34166666666667,11,18,0.611,2,5,0.4,5,6,0.833,3,10,13,14,2,1,2,0,3,5,29,5,72.6,1,1,64.0,1,1,1,1,12,7,12,17,13,17,33,16,17,37,22,15,18,2,33,27,5,1,31,26,8,38,3,1,1,3,1,37:21
31,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700750,2018-01-30T00:00:00,DEN @ SAS,L,34.25666666666667,6,11,0.545,1,2,0.5,0,0,0.0,2,5,7,8,5,0,0,0,3,4,13,-8,28.4,0,0,29.0,1,44,44,44,34,38,49,30,31,52,19,63,65,63,37,65,57,16,7,55,44,1,31,46,55,62,64,39,11,59,1,34:15
32,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700743,2018-01-29T00:00:00,DEN vs. BOS,L,35.26,8,17,0.471,2,5,0.4,6,7,0.857,4,7,11,5,2,0,0,1,2,6,24,10,42.7,1,0,42.0,1,44,44,44,24,23,15,43,13,17,33,12,13,36,13,44,32,37,33,55,44,40,14,18,17,26,39,1,11,35,1,35:16
33,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700730,2018-01-27T00:00:00,DEN vs. DAL,W,39.821666666666665,5,13,0.385,1,6,0.167,0,1,0.0,1,15,16,11,3,0,2,0,3,3,11,9,49.7,1,1,43.0,1,1,1,1,7,43,40,57,31,7,58,63,59,63,51,2,5,3,22,55,5,1,31,57,61,27,26,1,1,31,1,39:49
34,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700712,2018-01-25T00:00:00,DEN vs. NYK,W,35.266666666666666,5,9,0.556,1,2,0.5,7,9,0.778,1,6,7,10,1,0,0,0,4,6,18,12,40.4,1,0,36.0,1,1,1,1,23,43,58,28,31,52,19,8,5,44,51,51,57,9,58,55,44,1,51,18,35,18,42,1,11,46,1,35:16
35,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700694,2018-01-22T00:00:00,DEN vs. POR,W,32.65833333333333,5,17,0.294,2,5,0.4,4,7,0.571,4,8,12,5,3,1,1,2,4,7,16,9,40.9,1,0,39.0,1,1,1,1,44,43,15,68,13,17,33,27,13,58,13,26,25,37,22,27,15,69,51,12,43,27,41,1,11,39,1,32:40
36,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700671,2018-01-19T00:00:00,DEN vs. PHX,L,34.61666666666667,5,12,0.417,2,3,0.667,2,2,1.0,3,14,17,5,6,0,0,1,4,2,14,-1,35.9,1,0,38.0,1,44,44,44,29,43,44,50,13,38,11,47,49,1,22,4,3,37,4,55,44,40,51,65,50,53,50,1,11,42,1,34:37
37,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700662,2018-01-17T00:00:00,DEN @ LAC,L,34.07333333333333,7,18,0.389,1,8,0.125,3,4,0.75,1,7,8,2,1,1,2,0,4,6,18,-10,38.6,0,0,35.0,1,44,44,44,35,32,12,55,31,3,61,39,32,46,51,44,54,69,58,27,5,1,51,18,35,66,46,39,11,48,1,34:04
38,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700651,2018-01-16T00:00:00,DEN vs. DAL,W,33.406666666666666,11,23,0.478,0,2,0.0,7,10,0.7,9,9,18,7,5,2,1,1,5,11,29,-2,65.1,1,0,60.0,1,1,1,1,39,7,4,41,62,52,62,8,4,52,1,21,2,23,7,8,15,40,67,1,8,57,6,1,11,6,2,33:24
39,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700633,2018-01-13T00:00:00,DEN @ SAS,L,30.395,8,13,0.615,3,6,0.5,4,4,1.0,3,6,9,7,2,2,0,0,2,5,23,-18,48.3,0,0,46.0,1,44,44,44,54,23,40,16,7,7,19,27,32,1,22,51,41,23,33,8,44,1,14,26,18,72,30,39,11,27,1,30:24
40,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700625,2018-01-12T00:00:00,DEN vs. MEM,W,28.126666666666665,3,8,0.375,1,3,0.333,7,8,0.875,2,5,7,3,1,0,0,2,3,10,14,8,25.9,0,0,25.0,1,1,1,1,59,61,62,58,31,38,41,8,9,35,37,65,57,61,58,55,44,69,31,3,50,31,70,39,11,65,1,28:08
41,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700612,2018-01-10T00:00:00,DEN vs. ATL,L,31.516666666666666,4,21,0.19,0,8,0.0,1,2,0.5,6,6,12,7,2,2,3,1,3,6,9,-14,46.9,0,0,38.0,1,44,44,44,48,55,7,74,62,3,62,55,49,59,3,51,25,23,33,8,1,40,31,18,62,69,33,39,11,42,1,31:31
42,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700597,2018-01-08T00:00:00,DEN @ GSW,L,36.151666666666664,9,16,0.563,1,1,1.0,3,3,1.0,4,8,12,11,6,3,1,1,3,3,22,2,58.9,1,1,54.0,1,44,44,44,18,16,19,24,31,64,1,39,42,1,13,26,25,3,4,4,15,40,31,57,23,46,11,1,1,12,1,36:09
43,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700585,2018-01-06T00:00:00,DEN @ SAC,L,34.3,3,10,0.3,0,4,0.0,2,2,1.0,1,6,7,10,5,0,0,0,3,5,8,-13,26.4,0,0,25.0,1,44,44,44,31,61,53,65,62,29,62,47,49,1,51,51,57,9,7,55,44,1,31,26,65,68,69,39,11,65,1,34:18
44,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700574,2018-01-05T00:00:00,DEN vs. UTA,W,32.11666666666667,3,13,0.231,1,4,0.25,1,2,0.5,2,8,10,4,2,1,0,2,3,2,8,6,27.0,0,0,25.0,1,1,1,1,47,61,40,70,31,29,51,55,49,59,37,26,39,52,33,27,44,69,31,65,65,34,68,39,11,65,1,32:07
45,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700563,2018-01-03T00:00:00,DEN vs. PHX,W,36.38333333333333,4,6,0.667,1,1,1.0,5,5,1.0,1,8,9,8,6,2,0,1,3,5,14,24,36.8,0,0,36.0,1,1,1,1,17,55,68,7,31,64,1,16,28,1,51,26,41,16,4,8,44,40,31,26,50,5,48,39,11,46,1,36:23
46,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700536,2017-12-30T00:00:00,DEN vs. PHI,L,36.61333333333334,5,14,0.357,1,5,0.2,8,9,0.889,5,8,13,6,2,1,3,0,0,9,19,14,53.6,1,0,47.0,1,44,44,44,16,43,31,61,31,17,56,4,5,33,6,26,18,30,33,27,1,1,1,6,32,16,20,1,11,24,1,36:37
47,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700510,2017-12-27T00:00:00,DEN @ MIN,L,41.32666666666667,5,11,0.455,1,3,0.333,11,12,0.917,1,8,9,4,2,2,1,1,3,10,22,1,45.8,0,0,42.0,1,44,44,44,4,43,49,45,31,38,41,1,1,30,51,26,41,52,33,8,15,40,31,3,23,47,34,39,11,35,1,41:20
48,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700503,2017-12-26T00:00:00,DEN vs. UTA,W,25.55,4,10,0.4,1,3,0.333,4,4,1.0,2,5,7,5,1,1,0,0,5,8,13,11,30.9,0,0,28.0,1,1,1,1,68,55,53,52,31,38,41,27,32,1,37,65,57,37,58,27,44,1,67,9,55,21,60,39,11,61,1,25:33
49,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700489,2017-12-23T00:00:00,DEN @ GSW,W,36.63333333333333,9,16,0.563,0,3,0.0,0,0,0.0,3,6,9,4,2,1,1,2,0,2,18,17,38.8,0,0,35.0,1,1,1,1,15,16,19,24,62,38,62,63,65,63,22,51,41,52,33,27,15,69,1,65,35,12,45,39,11,48,1,36:38
50,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700478,2017-12-22T00:00:00,DEN @ POR,W,37.12833333333333,12,21,0.571,2,6,0.333,1,1,1.0,3,6,9,6,4,0,2,0,4,4,27,29,48.8,0,0,48.0,1,1,1,1,14,4,7,22,13,7,41,55,59,1,22,51,41,30,15,55,5,1,51,46,15,2,28,39,11,21,1,37:08
51,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700462,2017-12-20T00:00:00,DEN vs. MIN,L,36.083333333333336,6,12,0.5,2,6,0.333,8,9,0.889,0,6,6,4,10,0,2,0,3,8,22,-1,31.2,0,0,38.0,1,44,44,44,19,38,44,36,13,7,41,4,5,33,68,51,68,52,1,55,5,1,31,9,23,53,58,39,11,42,2,36:05
52,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700447,2017-12-18T00:00:00,DEN @ OKC,L,25.215,5,9,0.556,0,2,0.0,3,4,0.75,2,7,9,2,1,2,0,0,2,6,13,3,31.8,0,0,28.0,1,44,44,44,69,43,58,28,62,52,62,39,32,46,37,44,41,69,58,8,44,1,14,18,55,45,57,39,11,61,1,25:13
53,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700427,2017-12-15T00:00:00,DEN vs. NOP,W,22.205,6,13,0.462,1,2,0.5,0,0,0.0,3,8,11,4,1,0,0,1,2,1,13,-4,31.2,1,0,29.0,1,1,1,1,71,38,40,44,31,52,19,63,65,63,22,26,32,52,58,55,44,40,14,74,55,58,58,1,11,59,2,22:12
54,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700315,2017-11-30T00:00:00,DEN vs. CHI,W,15.908333333333333,3,6,0.5,0,0,0.0,2,2,1.0,2,2,4,4,0,0,0,1,1,3,8,-6,18.8,0,0,16.0,1,1,1,1,74,61,68,36,62,73,62,47,49,1,37,74,75,52,74,55,44,40,7,57,65,60,74,39,11,74,1,15:55
55,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700301,2017-11-28T00:00:00,DEN @ UTA,L,26.266666666666666,3,7,0.429,1,3,0.333,0,0,0.0,0,6,6,6,2,1,1,0,1,3,7,-20,27.2,0,0,24.0,1,44,44,44,65,61,67,49,31,38,41,63,65,63,68,51,68,30,33,27,15,1,7,57,70,74,67,39,11,70,1,26:16
56,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700274,2017-11-24T00:00:00,DEN vs. MEM,W,35.916666666666664,11,17,0.647,2,5,0.4,4,6,0.667,5,8,13,8,5,2,0,1,4,5,28,17,56.6,1,0,55.0,1,1,1,1,20,7,15,9,13,17,33,27,17,53,6,26,18,16,7,8,44,40,51,26,12,12,14,1,11,11,2,35:55
57,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700259,2017-11-22T00:00:00,DEN @ HOU,L,25.7,7,14,0.5,1,2,0.5,2,3,0.667,2,4,6,3,2,2,1,0,2,7,17,-12,35.7,0,0,33.0,1,44,44,44,67,32,31,36,31,52,19,47,42,53,37,71,68,61,33,8,15,1,14,12,41,67,52,39,11,52,2,25:42
58,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700251,2017-11-20T00:00:00,DEN @ SAC,W,34.95,7,12,0.583,2,6,0.333,0,0,0.0,4,10,14,3,2,1,1,0,0,4,16,24,41.3,1,0,39.0,1,1,1,1,27,32,44,20,13,7,41,63,65,63,13,15,13,61,33,27,15,1,1,46,43,5,40,1,11,39,1,34:57
59,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700240,2017-11-19T00:00:00,DEN @ LAL,L,11.583333333333334,1,5,0.2,0,0,0.0,4,4,1.0,4,2,6,1,2,1,0,1,2,2,6,-16,15.7,0,0,15.0,1,44,44,44,75,74,71,73,62,73,62,27,32,1,13,74,68,74,33,27,44,40,14,65,72,70,75,39,11,75,1,11:35
60,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700226,2017-11-17T00:00:00,DEN vs. NOP,W,26.516666666666666,3,5,0.6,1,2,0.5,6,6,1.0,3,8,11,6,2,0,1,0,3,5,13,23,36.2,1,0,33.0,1,1,1,1,64,61,71,18,31,52,19,12,17,1,22,26,32,30,33,55,15,1,31,26,55,7,49,1,11,52,1,26:31
61,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700198,2017-11-13T00:00:00,DEN @ POR,L,34.928333333333335,2,9,0.222,1,4,0.25,1,2,0.5,0,7,7,3,3,3,1,0,2,5,6,0,27.9,0,0,25.0,1,44,44,44,28,70,58,71,31,29,51,55,49,59,68,44,57,61,22,4,15,1,14,26,72,51,65,39,11,65,1,34:56
62,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700185,2017-11-11T00:00:00,DEN vs. ORL,W,37.6,3,8,0.375,1,1,1.0,5,6,0.833,5,12,17,9,1,4,1,1,2,5,12,25,59.9,1,0,49.0,1,1,1,1,11,61,62,58,31,64,1,16,17,37,6,8,3,14,58,1,15,40,14,26,60,3,9,1,11,20,1,37:36
